asset,session_date,weekday,status,raw_rows,projected_exact_duplicates,projected_conflicting_ids,unorderable_rows,later_projected_versions_ignored,valid_regular_rows,available_by_close_minus_120s_rows,valid_distinct_expiries_full_regular_session,distinct_expiries_by_close_minus_120s,expiry_dates,expiry_count_monday,expiry_count_tuesday,expiry_count_wednesday,expiry_count_thursday,expiry_count_friday,expiry_count_saturday,expiry_count_sunday,zero_dte_trade_rows,zero_dte_distinct_contracts_day_union,first_mon_wed_available_ny
MSFT,2026-02-03,Tuesday,VERIFIED_LOCAL,185198,0,0,0,0,181866,180348,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-03T09:30:00.264648-05:00
NVDA,2026-02-03,Tuesday,VERIFIED_LOCAL,384518,0,0,0,0,380421,377154,25,25,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,3,2,19,0,0,0,0,2026-02-03T09:30:00.187663-05:00
TSLA,2026-02-03,Tuesday,VERIFIED_LOCAL,409324,0,0,0,0,405578,402552,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-03T09:30:00.146491-05:00
AAPL,2026-02-04,Wednesday,VERIFIED_LOCAL,290511,0,0,0,0,204501,202946,25,25,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,3,2,19,0,0,16623,46,2026-02-04T09:30:00.462429-05:00
AMZN,2026-02-04,Wednesday,VERIFIED_LOCAL,100693,0,0,0,0,97828,96564,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,29053,39,2026-02-04T09:30:00.218694-05:00
META,2026-02-04,Wednesday,VERIFIED_LOCAL,131092,0,0,0,0,127898,127111,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,38949,90,2026-02-04T09:30:00.724023-05:00
MSFT,2026-02-04,Wednesday,VERIFIED_LOCAL,151912,0,0,0,0,133770,132964,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,27210,61,2026-02-04T09:30:00.318478-05:00
NVDA,2026-02-04,Wednesday,VERIFIED_LOCAL,366334,0,0,0,0,361141,358398,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,3,2,20,0,0,93250,39,2026-02-04T09:30:00.096334-05:00
TSLA,2026-02-04,Wednesday,VERIFIED_LOCAL,561547,0,0,0,0,553962,551571,26,26,2026-02-04;2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,237292,85,2026-02-04T09:30:00.068808-05:00
AAPL,2026-02-05,Thursday,VERIFIED_LOCAL,165953,0,0,0,0,163809,162504,25,25,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,2,2,20,0,0,0,0,2026-02-05T09:30:00.190428-05:00
AMZN,2026-02-05,Thursday,VERIFIED_LOCAL,227970,0,0,0,0,223647,218588,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,0,0,2026-02-05T09:30:00.683410-05:00
META,2026-02-05,Thursday,VERIFIED_LOCAL,114999,0,0,0,0,112542,111898,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,0,0,2026-02-05T09:30:00.773371-05:00
MSFT,2026-02-05,Thursday,VERIFIED_LOCAL,199349,0,0,0,0,196278,194132,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,0,0,2026-02-05T09:30:00.675710-05:00
NVDA,2026-02-05,Thursday,VERIFIED_LOCAL,346869,0,0,0,0,341986,339532,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,2,2,21,0,0,0,0,2026-02-05T09:30:00.233902-05:00
TSLA,2026-02-05,Thursday,VERIFIED_LOCAL,441167,0,0,0,0,437490,434397,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,0,0,2026-02-05T09:30:00.186687-05:00
AAPL,2026-02-06,Friday,VERIFIED_LOCAL,195399,0,0,0,0,121176,119873,25,25,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,2,2,20,0,0,12423,64,2026-02-06T09:30:00.439791-05:00
AMZN,2026-02-06,Friday,VERIFIED_LOCAL,455066,0,0,0,0,437520,434333,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,132145,109,2026-02-06T09:30:00.793340-05:00
META,2026-02-06,Friday,VERIFIED_LOCAL,164863,0,0,0,0,144345,143480,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,57452,162,2026-02-06T09:30:00.725360-05:00
MSFT,2026-02-06,Friday,VERIFIED_LOCAL,173635,0,0,0,0,151929,150472,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,30524,88,2026-02-06T09:30:00.244701-05:00
NVDA,2026-02-06,Friday,VERIFIED_LOCAL,495597,0,0,0,0,464262,460036,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,2,2,21,0,0,155784,67,2026-02-06T09:30:00.068428-05:00
TSLA,2026-02-06,Friday,VERIFIED_LOCAL,505658,0,0,0,0,497074,493545,26,26,2026-02-06;2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,2,21,0,0,252644,107,2026-02-06T09:30:00.290194-05:00
AAPL,2026-02-09,Monday,VERIFIED_LOCAL,156787,0,0,0,0,108616,107325,25,25,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,2,0,2,2,19,0,0,2022,47,2026-02-09T09:30:00.310691-05:00
AMZN,2026-02-09,Monday,VERIFIED_LOCAL,255318,0,0,0,0,220085,218348,26,26,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,2,0,2,2,20,0,0,31048,49,2026-02-09T09:30:00.294115-05:00
META,2026-02-09,Monday,VERIFIED_LOCAL,145348,0,0,0,0,102532,101605,26,26,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,2,0,2,2,20,0,0,11871,103,2026-02-09T09:30:00.277716-05:00
MSFT,2026-02-09,Monday,VERIFIED_LOCAL,163483,0,0,0,0,133153,132115,26,26,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,2,0,2,2,20,0,0,9429,67,2026-02-09T09:30:01.090813-05:00
NVDA,2026-02-09,Monday,VERIFIED_LOCAL,412573,0,0,0,0,375356,372739,26,26,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,2,0,2,2,20,0,0,96762,51,2026-02-09T09:30:00.180665-05:00
TSLA,2026-02-09,Monday,VERIFIED_LOCAL,417165,0,0,0,0,411495,408751,26,26,2026-02-09;2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,2,0,2,2,20,0,0,174156,89,2026-02-09T09:30:00.141122-05:00
AAPL,2026-02-10,Tuesday,VERIFIED_LOCAL,85171,0,0,0,0,84255,83468,25,25,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,3,2,19,0,0,0,0,2026-02-10T09:30:00.134239-05:00
AMZN,2026-02-10,Tuesday,VERIFIED_LOCAL,184520,0,0,0,0,182114,180701,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-10T09:30:00.221034-05:00
META,2026-02-10,Tuesday,VERIFIED_LOCAL,76692,0,0,0,0,75348,74363,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-10T09:30:00.222276-05:00
MSFT,2026-02-10,Tuesday,VERIFIED_LOCAL,147450,0,0,0,0,145475,144663,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-10T09:30:00.190292-05:00
NVDA,2026-02-10,Tuesday,VERIFIED_LOCAL,212334,0,0,0,0,210452,208613,25,25,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,2,2,20,0,0,0,0,2026-02-10T09:30:00.187189-05:00
TSLA,2026-02-10,Tuesday,VERIFIED_LOCAL,389232,0,0,0,0,386474,383447,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,0,0,2026-02-10T09:30:00.197564-05:00
AAPL,2026-02-11,Wednesday,VERIFIED_LOCAL,186430,0,0,0,0,124055,123166,25,25,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,3,2,19,0,0,8323,46,2026-02-11T09:30:00.716072-05:00
AMZN,2026-02-11,Wednesday,VERIFIED_LOCAL,173556,0,0,0,0,143299,142342,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,19180,45,2026-02-11T09:30:00.258898-05:00
META,2026-02-11,Wednesday,VERIFIED_LOCAL,127061,0,0,0,0,86635,86067,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,13253,84,2026-02-11T09:30:00.823793-05:00
MSFT,2026-02-11,Wednesday,VERIFIED_LOCAL,157867,0,0,0,0,116927,116162,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,8012,74,2026-02-11T09:30:00.582533-05:00
NVDA,2026-02-11,Wednesday,VERIFIED_LOCAL,281552,0,0,0,0,237570,234890,25,25,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,2,2,20,0,0,59690,48,2026-02-11T09:30:00.070920-05:00
TSLA,2026-02-11,Wednesday,VERIFIED_LOCAL,503102,0,0,0,0,497669,494808,26,26,2026-02-11;2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,3,2,20,0,0,236241,94,2026-02-11T09:30:00.065466-05:00
AAPL,2026-02-12,Thursday,VERIFIED_LOCAL,207349,0,0,0,0,204614,202962,25,25,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,2,3,19,0,0,0,0,2026-02-12T09:30:01.027212-05:00
AMZN,2026-02-12,Thursday,VERIFIED_LOCAL,181556,0,0,0,0,179033,177822,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,0,0,2026-02-12T09:30:00.095048-05:00
META,2026-02-12,Thursday,VERIFIED_LOCAL,116672,0,0,0,0,114282,113599,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,0,0,2026-02-12T09:30:01.118626-05:00
MSFT,2026-02-12,Thursday,VERIFIED_LOCAL,128570,0,0,0,0,126959,126024,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,0,0,2026-02-12T09:30:00.273668-05:00
NVDA,2026-02-12,Thursday,VERIFIED_LOCAL,280496,0,0,0,0,277419,274690,25,25,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,1,3,20,0,0,0,0,2026-02-12T09:30:00.221390-05:00
TSLA,2026-02-12,Thursday,VERIFIED_LOCAL,446613,0,0,0,0,443385,440563,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,0,0,2026-02-12T09:30:00.172967-05:00
AAPL,2026-02-13,Friday,VERIFIED_LOCAL,171018,0,0,0,0,135895,134253,25,25,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-12-17;2028-01-21;2028-03-17;2028-12-15,1,0,2,3,19,0,0,29570,51,2026-02-13T09:30:00.827184-05:00
AMZN,2026-02-13,Friday,VERIFIED_LOCAL,151197,0,0,0,0,124610,123653,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-07-16;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,22326,55,2026-02-13T09:30:00.204878-05:00
META,2026-02-13,Friday,VERIFIED_LOCAL,121441,0,0,0,0,94502,93737,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,32945,132,2026-02-13T09:30:00.577012-05:00
MSFT,2026-02-13,Friday,VERIFIED_LOCAL,130972,0,0,0,0,97089,96444,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,14226,78,2026-02-13T09:30:00.240111-05:00
NVDA,2026-02-13,Friday,VERIFIED_LOCAL,371129,0,0,0,0,350837,348247,25,25,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-09-17;2027-12-17;2028-01-21;2028-12-15,1,0,1,3,20,0,0,132932,62,2026-02-13T09:30:00.095363-05:00
TSLA,2026-02-13,Friday,VERIFIED_LOCAL,480702,0,0,0,0,473112,470135,26,26,2026-02-13;2026-02-18;2026-02-20;2026-02-23;2026-02-25;2026-02-27;2026-03-06;2026-03-13;2026-03-20;2026-03-27;2026-04-02;2026-04-17;2026-05-15;2026-06-18;2026-07-17;2026-08-21;2026-09-18;2026-11-20;2026-12-18;2027-01-15;2027-03-19;2027-06-17;2027-12-17;2028-01-21;2028-06-16;2028-12-15,1,0,2,3,20,0,0,263110,113,2026-02-13T09:30:00.230516-05:00
