asset,session_date,N_origins,b2_5m_window_empty_count,b2_30m_window_empty_count,b2_5m_window_empty_unknown,b2_30m_window_empty_unknown
META,2025-12-12,65,0,0,0,0
MSFT,2025-12-12,65,0,0,0,0
NVDA,2025-12-12,65,0,0,0,0
TSLA,2025-12-12,65,0,0,0,0
AAPL,2025-12-15,65,0,0,0,0
AMZN,2025-12-15,65,0,0,0,0
META,2025-12-15,65,0,0,0,0
MSFT,2025-12-15,65,0,0,0,0
NVDA,2025-12-15,65,0,0,0,0
TSLA,2025-12-15,65,0,0,0,0
AAPL,2025-12-16,65,0,0,0,0
AMZN,2025-12-16,65,0,0,0,0
META,2025-12-16,65,0,0,0,0
MSFT,2025-12-16,65,0,0,0,0
NVDA,2025-12-16,65,0,0,0,0
TSLA,2025-12-16,65,0,0,0,0
AAPL,2025-12-17,65,0,0,0,0
AMZN,2025-12-17,65,0,0,0,0
META,2025-12-17,65,0,0,0,0
MSFT,2025-12-17,65,0,0,0,0
NVDA,2025-12-17,65,0,0,0,0
TSLA,2025-12-17,65,0,0,0,0
AAPL,2025-12-18,65,0,0,0,0
AMZN,2025-12-18,65,0,0,0,0
META,2025-12-18,65,0,0,0,0
MSFT,2025-12-18,65,0,0,0,0
NVDA,2025-12-18,65,0,0,0,0
TSLA,2025-12-18,65,0,0,0,0
AAPL,2025-12-19,65,0,0,0,0
AMZN,2025-12-19,65,0,0,0,0
META,2025-12-19,65,0,0,0,0
MSFT,2025-12-19,65,0,0,0,0
NVDA,2025-12-19,65,0,0,0,0
TSLA,2025-12-19,65,0,0,0,0
AAPL,2025-12-22,65,0,0,0,0
AMZN,2025-12-22,65,0,0,0,0
META,2025-12-22,65,0,0,0,0
MSFT,2025-12-22,65,0,0,0,0
NVDA,2025-12-22,65,0,0,0,0
TSLA,2025-12-22,65,0,0,0,0
AAPL,2025-12-23,65,0,0,0,0
AMZN,2025-12-23,65,0,0,0,0
META,2025-12-23,65,0,0,0,0
MSFT,2025-12-23,65,0,0,0,0
NVDA,2025-12-23,65,0,0,0,0
TSLA,2025-12-23,65,0,0,0,0
AAPL,2025-12-24,29,0,0,0,0
AMZN,2025-12-24,29,0,0,0,0
META,2025-12-24,29,0,0,0,0
MSFT,2025-12-24,29,0,0,0,0
NVDA,2025-12-24,29,0,0,0,0
TSLA,2025-12-24,29,0,0,0,0
AAPL,2025-12-26,65,0,0,0,0
AMZN,2025-12-26,65,0,0,0,0
META,2025-12-26,65,0,0,0,0
MSFT,2025-12-26,65,0,0,0,0
NVDA,2025-12-26,65,0,0,0,0
TSLA,2025-12-26,65,0,0,0,0
AAPL,2025-12-29,65,0,0,0,0
AMZN,2025-12-29,65,0,0,0,0
META,2025-12-29,65,0,0,0,0
MSFT,2025-12-29,65,0,0,0,0
NVDA,2025-12-29,65,0,0,0,0
TSLA,2025-12-29,65,0,0,0,0
AAPL,2025-12-30,65,0,0,0,0
AMZN,2025-12-30,65,0,0,0,0
META,2025-12-30,65,0,0,0,0
MSFT,2025-12-30,65,0,0,0,0
NVDA,2025-12-30,65,0,0,0,0
TSLA,2025-12-30,65,0,0,0,0
AAPL,2025-12-31,65,0,0,0,0
AMZN,2025-12-31,65,0,0,0,0
META,2025-12-31,65,0,0,0,0
MSFT,2025-12-31,65,0,0,0,0
NVDA,2025-12-31,65,0,0,0,0
TSLA,2025-12-31,65,0,0,0,0
AAPL,2026-01-02,65,0,0,0,0
AMZN,2026-01-02,65,0,0,0,0
META,2026-01-02,65,0,0,0,0
MSFT,2026-01-02,65,0,0,0,0
NVDA,2026-01-02,65,0,0,0,0
TSLA,2026-01-02,65,0,0,0,0
AAPL,2026-01-05,65,0,0,0,0
AMZN,2026-01-05,65,0,0,0,0
META,2026-01-05,65,0,0,0,0
MSFT,2026-01-05,65,0,0,0,0
NVDA,2026-01-05,65,0,0,0,0
TSLA,2026-01-05,65,0,0,0,0
AAPL,2026-01-06,65,0,0,0,0
AMZN,2026-01-06,65,0,0,0,0
META,2026-01-06,65,0,0,0,0
MSFT,2026-01-06,65,0,0,0,0
NVDA,2026-01-06,65,0,0,0,0
TSLA,2026-01-06,65,0,0,0,0
AAPL,2026-01-07,65,0,0,0,0
AMZN,2026-01-07,65,0,0,0,0
META,2026-01-07,65,0,0,0,0
MSFT,2026-01-07,65,0,0,0,0
NVDA,2026-01-07,65,0,0,0,0
TSLA,2026-01-07,65,0,0,0,0
AAPL,2026-01-08,65,0,0,0,0
AMZN,2026-01-08,65,0,0,0,0
META,2026-01-08,65,0,0,0,0
MSFT,2026-01-08,65,0,0,0,0
NVDA,2026-01-08,65,0,0,0,0
TSLA,2026-01-08,65,0,0,0,0
AAPL,2026-01-09,65,0,0,0,0
AMZN,2026-01-09,65,0,0,0,0
META,2026-01-09,65,0,0,0,0
MSFT,2026-01-09,65,0,0,0,0
NVDA,2026-01-09,65,0,0,0,0
TSLA,2026-01-09,65,0,0,0,0
AAPL,2026-01-12,65,0,0,0,0
AMZN,2026-01-12,65,0,0,0,0
META,2026-01-12,65,0,0,0,0
MSFT,2026-01-12,65,0,0,0,0
NVDA,2026-01-12,65,0,0,0,0
TSLA,2026-01-12,65,0,0,0,0
AAPL,2026-01-13,65,0,0,0,0
AMZN,2026-01-13,65,0,0,0,0
META,2026-01-13,65,0,0,0,0
MSFT,2026-01-13,65,0,0,0,0
NVDA,2026-01-13,65,0,0,0,0
TSLA,2026-01-13,65,0,0,0,0
AAPL,2026-01-14,65,0,0,0,0
AMZN,2026-01-14,65,0,0,0,0
META,2026-01-14,65,0,0,0,0
MSFT,2026-01-14,65,0,0,0,0
NVDA,2026-01-14,65,0,0,0,0
TSLA,2026-01-14,65,0,0,0,0
AAPL,2026-01-15,65,0,0,0,0
AMZN,2026-01-15,65,0,0,0,0
META,2026-01-15,65,0,0,0,0
MSFT,2026-01-15,65,0,0,0,0
NVDA,2026-01-15,65,0,0,0,0
TSLA,2026-01-15,65,0,0,0,0
AAPL,2026-01-16,65,0,0,0,0
AMZN,2026-01-16,65,0,0,0,0
META,2026-01-16,65,0,0,0,0
MSFT,2026-01-16,65,0,0,0,0
NVDA,2026-01-16,65,0,0,0,0
TSLA,2026-01-16,65,0,0,0,0
AAPL,2026-01-20,65,0,0,0,0
AMZN,2026-01-20,65,0,0,0,0
META,2026-01-20,65,0,0,0,0
MSFT,2026-01-20,65,0,0,0,0
NVDA,2026-01-20,65,0,0,0,0
TSLA,2026-01-20,65,0,0,0,0
AAPL,2026-01-21,65,0,0,0,0
AMZN,2026-01-21,65,0,0,0,0
META,2026-01-21,65,0,0,0,0
MSFT,2026-01-21,65,0,0,0,0
NVDA,2026-01-21,65,0,0,0,0
TSLA,2026-01-21,65,0,0,0,0
AAPL,2026-01-22,65,0,0,0,0
AMZN,2026-01-22,65,0,0,0,0
META,2026-01-22,65,0,0,0,0
MSFT,2026-01-22,65,0,0,0,0
NVDA,2026-01-22,65,0,0,0,0
TSLA,2026-01-22,65,0,0,0,0
AAPL,2026-01-23,65,0,0,0,0
AMZN,2026-01-23,65,0,0,0,0
META,2026-01-23,65,0,0,0,0
MSFT,2026-01-23,65,0,0,0,0
NVDA,2026-01-23,65,0,0,0,0
TSLA,2026-01-23,65,0,0,0,0
AAPL,2026-01-26,65,0,0,0,0
AMZN,2026-01-26,65,0,0,0,0
META,2026-01-26,65,0,0,0,0
MSFT,2026-01-26,65,0,0,0,0
NVDA,2026-01-26,65,0,0,0,0
TSLA,2026-01-26,65,0,0,0,0
AAPL,2026-01-27,65,0,0,0,0
AMZN,2026-01-27,65,0,0,0,0
META,2026-01-27,65,0,0,0,0
MSFT,2026-01-27,65,0,0,0,0
NVDA,2026-01-27,65,0,0,0,0
TSLA,2026-01-27,65,0,0,0,0
AAPL,2026-01-28,65,0,0,0,0
AMZN,2026-01-28,65,0,0,0,0
META,2026-01-28,65,0,0,0,0
MSFT,2026-01-28,65,0,0,0,0
NVDA,2026-01-28,65,0,0,0,0
TSLA,2026-01-28,65,0,0,0,0
AAPL,2026-01-29,65,0,0,0,0
AMZN,2026-01-29,65,0,0,0,0
META,2026-01-29,65,0,0,0,0
MSFT,2026-01-29,65,0,0,0,0
NVDA,2026-01-29,65,0,0,0,0
TSLA,2026-01-29,65,0,0,0,0
AAPL,2026-01-30,65,0,0,0,0
AMZN,2026-01-30,65,0,0,0,0
META,2026-01-30,65,0,0,0,0
MSFT,2026-01-30,65,0,0,0,0
NVDA,2026-01-30,65,0,0,0,0
TSLA,2026-01-30,65,0,0,0,0
AAPL,2026-02-02,65,0,0,0,0
AMZN,2026-02-02,65,0,0,0,0
META,2026-02-02,65,0,0,0,0
MSFT,2026-02-02,65,0,0,0,0
NVDA,2026-02-02,65,0,0,0,0
TSLA,2026-02-02,65,0,0,0,0
AAPL,2026-02-03,65,0,0,0,0
AMZN,2026-02-03,65,0,0,0,0
META,2026-02-03,65,0,0,0,0
MSFT,2026-02-03,65,0,0,0,0
NVDA,2026-02-03,65,0,0,0,0
TSLA,2026-02-03,65,0,0,0,0
AAPL,2026-02-04,65,0,0,0,0
AMZN,2026-02-04,65,0,0,0,0
META,2026-02-04,65,0,0,0,0
MSFT,2026-02-04,65,0,0,0,0
NVDA,2026-02-04,65,0,0,0,0
TSLA,2026-02-04,65,0,0,0,0
AAPL,2026-02-05,65,0,0,0,0
AMZN,2026-02-05,65,0,0,0,0
META,2026-02-05,65,0,0,0,0
MSFT,2026-02-05,65,0,0,0,0
NVDA,2026-02-05,65,0,0,0,0
TSLA,2026-02-05,65,0,0,0,0
AAPL,2026-02-06,65,0,0,0,0
AMZN,2026-02-06,65,0,0,0,0
META,2026-02-06,65,0,0,0,0
MSFT,2026-02-06,65,0,0,0,0
NVDA,2026-02-06,65,0,0,0,0
TSLA,2026-02-06,65,0,0,0,0
AAPL,2026-02-09,65,0,0,0,0
AMZN,2026-02-09,65,0,0,0,0
META,2026-02-09,65,0,0,0,0
MSFT,2026-02-09,65,0,0,0,0
NVDA,2026-02-09,65,0,0,0,0
TSLA,2026-02-09,65,0,0,0,0
AAPL,2026-02-10,65,0,0,0,0
AMZN,2026-02-10,65,0,0,0,0
META,2026-02-10,65,0,0,0,0
MSFT,2026-02-10,65,0,0,0,0
NVDA,2026-02-10,65,0,0,0,0
TSLA,2026-02-10,65,0,0,0,0
AAPL,2026-02-11,65,0,0,0,0
AMZN,2026-02-11,65,0,0,0,0
META,2026-02-11,65,0,0,0,0
MSFT,2026-02-11,65,0,0,0,0
NVDA,2026-02-11,65,0,0,0,0
TSLA,2026-02-11,65,0,0,0,0
AAPL,2026-02-12,65,0,0,0,0
AMZN,2026-02-12,65,0,0,0,0
META,2026-02-12,65,0,0,0,0
MSFT,2026-02-12,65,0,0,0,0
NVDA,2026-02-12,65,0,0,0,0
TSLA,2026-02-12,65,0,0,0,0
AAPL,2026-02-13,65,0,0,0,0
AMZN,2026-02-13,65,0,0,0,0
META,2026-02-13,65,0,0,0,0
MSFT,2026-02-13,65,0,0,0,0
NVDA,2026-02-13,65,0,0,0,0
TSLA,2026-02-13,65,0,0,0,0
AAPL,2026-02-17,65,0,0,0,0
AMZN,2026-02-17,65,0,0,0,0
META,2026-02-17,65,0,0,0,0
MSFT,2026-02-17,65,0,0,0,0
NVDA,2026-02-17,65,0,0,0,0
TSLA,2026-02-17,65,0,0,0,0
AAPL,2026-02-18,65,0,0,0,0
AMZN,2026-02-18,65,0,0,0,0
META,2026-02-18,65,0,0,0,0
MSFT,2026-02-18,65,0,0,0,0
NVDA,2026-02-18,65,0,0,0,0
TSLA,2026-02-18,65,0,0,0,0
AAPL,2026-02-19,65,0,0,0,0
AMZN,2026-02-19,65,0,0,0,0
META,2026-02-19,65,0,0,0,0
MSFT,2026-02-19,65,0,0,0,0
NVDA,2026-02-19,65,0,0,0,0
TSLA,2026-02-19,65,0,0,0,0
AAPL,2026-02-20,65,0,0,0,0
AMZN,2026-02-20,65,0,0,0,0
META,2026-02-20,65,0,0,0,0
MSFT,2026-02-20,65,0,0,0,0
NVDA,2026-02-20,65,0,0,0,0
TSLA,2026-02-20,65,0,0,0,0
AAPL,2026-02-23,65,0,0,0,0
AMZN,2026-02-23,65,0,0,0,0
META,2026-02-23,65,0,0,0,0
MSFT,2026-02-23,65,0,0,0,0
NVDA,2026-02-23,65,0,0,0,0
TSLA,2026-02-23,65,0,0,0,0
AAPL,2026-02-24,65,0,0,0,0
AMZN,2026-02-24,65,0,0,0,0
META,2026-02-24,65,0,0,0,0
MSFT,2026-02-24,65,0,0,0,0
NVDA,2026-02-24,65,0,0,0,0
TSLA,2026-02-24,65,0,0,0,0
AAPL,2026-02-25,65,0,0,0,0
AMZN,2026-02-25,65,0,0,0,0
META,2026-02-25,65,0,0,0,0
MSFT,2026-02-25,65,0,0,0,0
NVDA,2026-02-25,65,0,0,0,0
TSLA,2026-02-25,65,0,0,0,0
AAPL,2026-02-26,65,0,0,0,0
AMZN,2026-02-26,65,0,0,0,0
META,2026-02-26,65,0,0,0,0
MSFT,2026-02-26,65,0,0,0,0
NVDA,2026-02-26,65,0,0,0,0
TSLA,2026-02-26,65,0,0,0,0
AAPL,2026-02-27,65,0,0,0,0
AMZN,2026-02-27,65,0,0,0,0
META,2026-02-27,65,0,0,0,0
MSFT,2026-02-27,65,0,0,0,0
NVDA,2026-02-27,65,0,0,0,0
TSLA,2026-02-27,65,0,0,0,0
AAPL,2026-03-02,65,0,0,0,0
AMZN,2026-03-02,65,0,0,0,0
META,2026-03-02,65,0,0,0,0
MSFT,2026-03-02,65,0,0,0,0
NVDA,2026-03-02,65,0,0,0,0
TSLA,2026-03-02,65,0,0,0,0
AAPL,2026-03-03,65,0,0,0,0
AMZN,2026-03-03,65,0,0,0,0
META,2026-03-03,65,0,0,0,0
MSFT,2026-03-03,65,0,0,0,0
NVDA,2026-03-03,65,0,0,0,0
TSLA,2026-03-03,65,0,0,0,0
AAPL,2026-03-04,65,0,0,0,0
AMZN,2026-03-04,65,0,0,0,0
META,2026-03-04,65,0,0,0,0
MSFT,2026-03-04,65,0,0,0,0
NVDA,2026-03-04,65,0,0,0,0
TSLA,2026-03-04,65,0,0,0,0
AAPL,2026-03-05,65,0,0,0,0
AMZN,2026-03-05,65,0,0,0,0
META,2026-03-05,65,0,0,0,0
MSFT,2026-03-05,65,0,0,0,0
NVDA,2026-03-05,65,0,0,0,0
TSLA,2026-03-05,65,0,0,0,0
AAPL,2026-03-06,65,0,0,0,0
AMZN,2026-03-06,65,0,0,0,0
META,2026-03-06,65,0,0,0,0
MSFT,2026-03-06,65,0,0,0,0
NVDA,2026-03-06,65,0,0,0,0
TSLA,2026-03-06,65,0,0,0,0
AAPL,2026-03-09,65,0,0,0,0
AMZN,2026-03-09,65,0,0,0,0
META,2026-03-09,65,0,0,0,0
MSFT,2026-03-09,65,0,0,0,0
NVDA,2026-03-09,65,0,0,0,0
TSLA,2026-03-09,65,0,0,0,0
AAPL,2026-03-10,65,0,0,0,0
AMZN,2026-03-10,65,0,0,0,0
META,2026-03-10,65,0,0,0,0
MSFT,2026-03-10,65,0,0,0,0
NVDA,2026-03-10,65,0,0,0,0
TSLA,2026-03-10,65,0,0,0,0
AAPL,2026-03-11,65,0,0,0,0
AMZN,2026-03-11,65,0,0,0,0
META,2026-03-11,65,0,0,0,0
MSFT,2026-03-11,65,0,0,0,0
NVDA,2026-03-11,65,0,0,0,0
TSLA,2026-03-11,65,0,0,0,0
AAPL,2026-03-12,65,0,0,0,0
AMZN,2026-03-12,65,0,0,0,0
META,2026-03-12,65,0,0,0,0
MSFT,2026-03-12,65,0,0,0,0
NVDA,2026-03-12,65,0,0,0,0
TSLA,2026-03-12,65,0,0,0,0
AAPL,2026-03-13,65,0,0,0,0
AMZN,2026-03-13,65,0,0,0,0
META,2026-03-13,65,0,0,0,0
MSFT,2026-03-13,65,0,0,0,0
NVDA,2026-03-13,65,0,0,0,0
TSLA,2026-03-13,65,0,0,0,0
AAPL,2026-03-16,65,0,0,0,0
AMZN,2026-03-16,65,0,0,0,0
META,2026-03-16,65,0,0,0,0
MSFT,2026-03-16,65,0,0,0,0
NVDA,2026-03-16,65,0,0,0,0
TSLA,2026-03-16,65,0,0,0,0
AAPL,2026-03-17,65,0,0,0,0
AMZN,2026-03-17,65,0,0,0,0
META,2026-03-17,65,0,0,0,0
MSFT,2026-03-17,65,0,0,0,0
NVDA,2026-03-17,65,0,0,0,0
TSLA,2026-03-17,65,0,0,0,0
AAPL,2026-03-18,65,0,0,0,0
AMZN,2026-03-18,65,0,0,0,0
META,2026-03-18,65,0,0,0,0
MSFT,2026-03-18,65,0,0,0,0
NVDA,2026-03-18,65,0,0,0,0
TSLA,2026-03-18,65,0,0,0,0
AAPL,2026-03-19,65,0,0,0,0
AMZN,2026-03-19,65,0,0,0,0
META,2026-03-19,65,0,0,0,0
MSFT,2026-03-19,65,0,0,0,0
NVDA,2026-03-19,65,0,0,0,0
TSLA,2026-03-19,65,0,0,0,0
AAPL,2026-03-20,65,0,0,0,0
AMZN,2026-03-20,65,0,0,0,0
META,2026-03-20,65,0,0,0,0
MSFT,2026-03-20,65,0,0,0,0
NVDA,2026-03-20,65,0,0,0,0
TSLA,2026-03-20,65,0,0,0,0
AAPL,2026-03-23,65,0,0,0,0
AMZN,2026-03-23,65,0,0,0,0
META,2026-03-23,65,0,0,0,0
MSFT,2026-03-23,65,0,0,0,0
NVDA,2026-03-23,65,0,0,0,0
TSLA,2026-03-23,65,0,0,0,0
AAPL,2026-03-24,65,0,0,0,0
AMZN,2026-03-24,65,0,0,0,0
META,2026-03-24,65,0,0,0,0
MSFT,2026-03-24,65,0,0,0,0
NVDA,2026-03-24,65,0,0,0,0
TSLA,2026-03-24,65,0,0,0,0
AAPL,2026-03-25,65,0,0,0,0
AMZN,2026-03-25,65,0,0,0,0
META,2026-03-25,65,0,0,0,0
MSFT,2026-03-25,65,0,0,0,0
NVDA,2026-03-25,65,0,0,0,0
TSLA,2026-03-25,65,0,0,0,0
AAPL,2026-03-26,65,0,0,0,0
AMZN,2026-03-26,65,0,0,0,0
META,2026-03-26,65,0,0,0,0
MSFT,2026-03-26,65,0,0,0,0
NVDA,2026-03-26,65,0,0,0,0
TSLA,2026-03-26,65,0,0,0,0
AAPL,2026-03-27,65,0,0,0,0
AMZN,2026-03-27,65,0,0,0,0
META,2026-03-27,65,0,0,0,0
MSFT,2026-03-27,65,0,0,0,0
NVDA,2026-03-27,65,0,0,0,0
TSLA,2026-03-27,65,0,0,0,0
AAPL,2026-03-30,65,0,0,0,0
AMZN,2026-03-30,65,0,0,0,0
META,2026-03-30,65,0,0,0,0
MSFT,2026-03-30,65,0,0,0,0
NVDA,2026-03-30,65,0,0,0,0
TSLA,2026-03-30,65,0,0,0,0
AAPL,2026-03-31,65,0,0,0,0
AMZN,2026-03-31,65,0,0,0,0
META,2026-03-31,65,0,0,0,0
MSFT,2026-03-31,65,0,0,0,0
NVDA,2026-03-31,65,0,0,0,0
TSLA,2026-03-31,65,0,0,0,0
AAPL,2026-04-01,65,0,0,0,0
AMZN,2026-04-01,65,0,0,0,0
META,2026-04-01,65,0,0,0,0
MSFT,2026-04-01,65,0,0,0,0
NVDA,2026-04-01,65,0,0,0,0
TSLA,2026-04-01,65,0,0,0,0
AAPL,2026-04-02,65,0,0,0,0
AMZN,2026-04-02,65,0,0,0,0
META,2026-04-02,65,0,0,0,0
MSFT,2026-04-02,65,0,0,0,0
NVDA,2026-04-02,65,0,0,0,0
TSLA,2026-04-02,65,0,0,0,0
AAPL,2026-04-06,65,0,0,0,0
AMZN,2026-04-06,65,0,0,0,0
META,2026-04-06,65,0,0,0,0
MSFT,2026-04-06,65,0,0,0,0
NVDA,2026-04-06,65,0,0,0,0
TSLA,2026-04-06,65,0,0,0,0
AAPL,2026-04-07,65,0,0,0,0
AMZN,2026-04-07,65,0,0,0,0
META,2026-04-07,65,0,0,0,0
MSFT,2026-04-07,65,0,0,0,0
NVDA,2026-04-07,65,0,0,0,0
TSLA,2026-04-07,65,0,0,0,0
AAPL,2026-04-08,65,0,0,0,0
AMZN,2026-04-08,65,0,0,0,0
META,2026-04-08,65,0,0,0,0
MSFT,2026-04-08,65,0,0,0,0
NVDA,2026-04-08,65,0,0,0,0
TSLA,2026-04-08,65,0,0,0,0
AAPL,2026-04-09,65,0,0,0,0
AMZN,2026-04-09,65,0,0,0,0
META,2026-04-09,65,0,0,0,0
MSFT,2026-04-09,65,0,0,0,0
NVDA,2026-04-09,65,0,0,0,0
TSLA,2026-04-09,65,0,0,0,0
AAPL,2026-04-10,65,0,0,0,0
AMZN,2026-04-10,65,0,0,0,0
META,2026-04-10,65,0,0,0,0
MSFT,2026-04-10,65,0,0,0,0
NVDA,2026-04-10,65,0,0,0,0
TSLA,2026-04-10,65,0,0,0,0
AAPL,2026-04-13,65,0,0,0,0
AMZN,2026-04-13,65,0,0,0,0
META,2026-04-13,65,0,0,0,0
MSFT,2026-04-13,65,0,0,0,0
NVDA,2026-04-13,65,0,0,0,0
TSLA,2026-04-13,65,0,0,0,0
AAPL,2026-04-14,65,0,0,0,0
AMZN,2026-04-14,65,0,0,0,0
META,2026-04-14,65,0,0,0,0
MSFT,2026-04-14,65,0,0,0,0
NVDA,2026-04-14,65,0,0,0,0
TSLA,2026-04-14,65,0,0,0,0
AAPL,2026-04-15,65,0,0,0,0
AMZN,2026-04-15,65,0,0,0,0
META,2026-04-15,65,0,0,0,0
MSFT,2026-04-15,65,0,0,0,0
NVDA,2026-04-15,65,0,0,0,0
TSLA,2026-04-15,65,0,0,0,0
AAPL,2026-04-16,65,0,0,0,0
AMZN,2026-04-16,65,0,0,0,0
META,2026-04-16,65,0,0,0,0
MSFT,2026-04-16,65,0,0,0,0
NVDA,2026-04-16,65,0,0,0,0
TSLA,2026-04-16,65,0,0,0,0
AAPL,2026-04-17,65,0,0,0,0
AMZN,2026-04-17,65,0,0,0,0
META,2026-04-17,65,0,0,0,0
MSFT,2026-04-17,65,0,0,0,0
NVDA,2026-04-17,65,0,0,0,0
TSLA,2026-04-17,65,0,0,0,0
AAPL,2026-04-20,65,0,0,0,0
AMZN,2026-04-20,65,0,0,0,0
META,2026-04-20,65,0,0,0,0
MSFT,2026-04-20,65,0,0,0,0
NVDA,2026-04-20,65,0,0,0,0
TSLA,2026-04-20,65,0,0,0,0
AAPL,2026-04-21,65,0,0,0,0
AMZN,2026-04-21,65,0,0,0,0
META,2026-04-21,65,0,0,0,0
MSFT,2026-04-21,65,0,0,0,0
NVDA,2026-04-21,65,0,0,0,0
TSLA,2026-04-21,65,0,0,0,0
AAPL,2026-04-22,65,0,0,0,0
AMZN,2026-04-22,65,0,0,0,0
META,2026-04-22,65,0,0,0,0
MSFT,2026-04-22,65,0,0,0,0
NVDA,2026-04-22,65,0,0,0,0
TSLA,2026-04-22,65,0,0,0,0
AAPL,2026-04-23,65,0,0,0,0
AMZN,2026-04-23,65,0,0,0,0
META,2026-04-23,65,0,0,0,0
MSFT,2026-04-23,65,0,0,0,0
NVDA,2026-04-23,65,0,0,0,0
TSLA,2026-04-23,65,0,0,0,0
AAPL,2026-04-24,65,0,0,0,0
AMZN,2026-04-24,65,0,0,0,0
META,2026-04-24,65,0,0,0,0
MSFT,2026-04-24,65,0,0,0,0
NVDA,2026-04-24,65,0,0,0,0
TSLA,2026-04-24,65,0,0,0,0
AAPL,2026-04-27,65,0,0,0,0
AMZN,2026-04-27,65,0,0,0,0
META,2026-04-27,65,0,0,0,0
MSFT,2026-04-27,65,0,0,0,0
NVDA,2026-04-27,65,0,0,0,0
TSLA,2026-04-27,65,0,0,0,0
AAPL,2026-04-28,65,0,0,0,0
AMZN,2026-04-28,65,0,0,0,0
META,2026-04-28,65,0,0,0,0
MSFT,2026-04-28,65,0,0,0,0
NVDA,2026-04-28,65,0,0,0,0
TSLA,2026-04-28,65,0,0,0,0
AAPL,2026-04-29,65,0,0,0,0
AMZN,2026-04-29,65,0,0,0,0
META,2026-04-29,65,0,0,0,0
MSFT,2026-04-29,65,0,0,0,0
NVDA,2026-04-29,65,0,0,0,0
TSLA,2026-04-29,65,0,0,0,0
AAPL,2026-04-30,65,0,0,0,0
AMZN,2026-04-30,65,0,0,0,0
META,2026-04-30,65,0,0,0,0
MSFT,2026-04-30,65,0,0,0,0
NVDA,2026-04-30,65,0,0,0,0
TSLA,2026-04-30,65,0,0,0,0
AAPL,2026-05-01,65,0,0,0,0
AMZN,2026-05-01,65,0,0,0,0
META,2026-05-01,65,0,0,0,0
MSFT,2026-05-01,65,0,0,0,0
NVDA,2026-05-01,65,0,0,0,0
TSLA,2026-05-01,65,0,0,0,0
AAPL,2026-05-04,65,0,0,0,0
AMZN,2026-05-04,65,0,0,0,0
META,2026-05-04,65,0,0,0,0
MSFT,2026-05-04,65,0,0,0,0
NVDA,2026-05-04,65,0,0,0,0
TSLA,2026-05-04,65,0,0,0,0
AAPL,2026-05-05,65,0,0,0,0
AMZN,2026-05-05,65,0,0,0,0
META,2026-05-05,65,0,0,0,0
MSFT,2026-05-05,65,0,0,0,0
NVDA,2026-05-05,65,0,0,0,0
TSLA,2026-05-05,65,0,0,0,0
AAPL,2026-05-06,65,0,0,0,0
AMZN,2026-05-06,65,0,0,0,0
META,2026-05-06,65,0,0,0,0
MSFT,2026-05-06,65,0,0,0,0
NVDA,2026-05-06,65,0,0,0,0
TSLA,2026-05-06,65,0,0,0,0
AAPL,2026-05-07,65,0,0,0,0
AMZN,2026-05-07,65,0,0,0,0
META,2026-05-07,65,0,0,0,0
MSFT,2026-05-07,65,0,0,0,0
NVDA,2026-05-07,65,0,0,0,0
TSLA,2026-05-07,65,0,0,0,0
AAPL,2026-05-08,65,0,0,0,0
AMZN,2026-05-08,65,0,0,0,0
META,2026-05-08,65,0,0,0,0
MSFT,2026-05-08,65,0,0,0,0
NVDA,2026-05-08,65,0,0,0,0
TSLA,2026-05-08,65,0,0,0,0
AAPL,2026-05-11,65,0,0,0,0
AMZN,2026-05-11,65,0,0,0,0
META,2026-05-11,65,0,0,0,0
MSFT,2026-05-11,65,0,0,0,0
NVDA,2026-05-11,65,0,0,0,0
TSLA,2026-05-11,65,0,0,0,0
AAPL,2026-05-12,65,0,0,0,0
AMZN,2026-05-12,65,0,0,0,0
META,2026-05-12,65,0,0,0,0
MSFT,2026-05-12,65,0,0,0,0
NVDA,2026-05-12,65,0,0,0,0
TSLA,2026-05-12,65,0,0,0,0
AAPL,2026-05-13,65,0,0,0,0
AMZN,2026-05-13,65,0,0,0,0
META,2026-05-13,65,0,0,0,0
MSFT,2026-05-13,65,0,0,0,0
NVDA,2026-05-13,65,0,0,0,0
TSLA,2026-05-13,65,0,0,0,0
AAPL,2026-05-14,65,0,0,0,0
AMZN,2026-05-14,65,0,0,0,0
META,2026-05-14,65,0,0,0,0
MSFT,2026-05-14,65,0,0,0,0
NVDA,2026-05-14,65,0,0,0,0
TSLA,2026-05-14,65,0,0,0,0
AAPL,2026-05-15,65,0,0,0,0
AMZN,2026-05-15,65,0,0,0,0
META,2026-05-15,65,0,0,0,0
MSFT,2026-05-15,65,0,0,0,0
NVDA,2026-05-15,65,0,0,0,0
TSLA,2026-05-15,65,0,0,0,0
AAPL,2026-05-18,65,0,0,0,0
AMZN,2026-05-18,65,0,0,0,0
META,2026-05-18,65,0,0,0,0
MSFT,2026-05-18,65,0,0,0,0
NVDA,2026-05-18,65,0,0,0,0
TSLA,2026-05-18,65,0,0,0,0
AAPL,2026-05-19,65,0,0,0,0
AMZN,2026-05-19,65,0,0,0,0
META,2026-05-19,65,0,0,0,0
MSFT,2026-05-19,65,0,0,0,0
NVDA,2026-05-19,65,0,0,0,0
TSLA,2026-05-19,65,0,0,0,0
AAPL,2026-05-20,65,0,0,0,0
AMZN,2026-05-20,65,0,0,0,0
