window,session,model,selected_lambda,selected_rounds,selected_leaves,validation_qlike,train_rows,prediction_rows,lower_bound,upper_bound,linear_lower_touches,linear_upper_touches,lgb_log_low_touches,lgb_log_high_touches,lgb_variance_floor_touches,columns_kept,columns_removed
primary,2024-12-18,lightgbm_qlike__B1,,99,31,0.10531286055888874,35274,,,,,,0,0,0,,
primary,2024-12-18,lightgbm_qlike__B2,,108,63,0.10019794240577833,35274,,,,,,0,0,0,,
primary,2024-12-18,log_ridge_harq__B0,1.0,,,0.09420762780756368,35274,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-18,log_ridge_harq__B1,100.0,,,0.09798966527710846,35274,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-18,log_ridge_harq__B2,100.0,,,0.09675581654568274,35274,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-19,lightgbm_qlike__B0,,159,15,0.14795410545804616,35664,,,,,,0,0,0,,
primary,2024-12-19,lightgbm_qlike__B1,,113,15,0.15423124108774589,35664,,,,,,0,0,0,,
primary,2024-12-19,lightgbm_qlike__B2,,133,31,0.14687242184301935,35664,,,,,,0,0,0,,
primary,2024-12-19,log_ridge_harq__B0,1.0,,,0.14544934996724437,35664,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-19,log_ridge_harq__B1,100.0,,,0.1417776373291853,35664,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-19,log_ridge_harq__B2,1.0,,,0.139884098600319,35664,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-20,lightgbm_qlike__B0,,135,15,0.149510010212232,36054,,,,,,0,0,0,,
primary,2024-12-20,lightgbm_qlike__B1,,129,31,0.15685087456859115,36054,,,,,,0,0,0,,
primary,2024-12-20,lightgbm_qlike__B2,,146,31,0.15069044344519134,36054,,,,,,0,0,0,,
primary,2024-12-20,log_ridge_harq__B0,0.0001,,,0.1460891180634492,36054,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-20,log_ridge_harq__B1,1.0,,,0.1431317479106232,36054,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-20,log_ridge_harq__B2,1.0,,,0.14125559272277088,36054,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-23,lightgbm_qlike__B0,,126,31,0.15089433192734822,36444,,,,,,0,0,0,,
primary,2024-12-23,lightgbm_qlike__B1,,122,31,0.15853457879473887,36444,,,,,,0,0,0,,
primary,2024-12-23,lightgbm_qlike__B2,,216,15,0.15469196523500092,36444,,,,,,0,0,0,,
primary,2024-12-23,log_ridge_harq__B0,0.01,,,0.14708275057763276,36444,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-23,log_ridge_harq__B1,1.0,,,0.14472444302070117,36444,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-23,log_ridge_harq__B2,1.0,,,0.14304248660152916,36444,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-24,lightgbm_qlike__B0,,150,15,0.1479849254096401,36834,,,,,,0,0,0,,
primary,2024-12-24,lightgbm_qlike__B1,,132,31,0.15840009237676522,36834,,,,,,0,0,0,,
primary,2024-12-24,lightgbm_qlike__B2,,111,31,0.15415289150464692,36834,,,,,,0,0,0,,
primary,2024-12-24,log_ridge_harq__B0,0.0001,,,0.1455546040332471,36834,174,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-24,log_ridge_harq__B1,1.0,,,0.14359962919911204,36834,174,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-24,log_ridge_harq__B2,0.01,,,0.14246722676154788,36834,174,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-26,lightgbm_qlike__B0,,285,15,0.14246664728238673,37008,,,,,,0,0,0,,
primary,2024-12-26,lightgbm_qlike__B1,,231,15,0.15513022809694763,37008,,,,,,0,0,0,,
primary,2024-12-26,lightgbm_qlike__B2,,207,15,0.15228046933590755,37008,,,,,,0,0,0,,
primary,2024-12-26,log_ridge_harq__B0,1.0,,,0.14949479758024592,37008,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-26,log_ridge_harq__B1,1.0,,,0.14916726757220208,37008,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-26,log_ridge_harq__B2,1.0,,,0.1478934660181545,37008,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-27,lightgbm_qlike__B0,,146,31,0.14877397939720316,37398,,,,,,0,0,0,,
primary,2024-12-27,lightgbm_qlike__B1,,167,31,0.15936169914626178,37398,,,,,,0,0,0,,
primary,2024-12-27,lightgbm_qlike__B2,,183,31,0.15555637164752228,37398,,,,,,0,0,0,,
primary,2024-12-27,log_ridge_harq__B0,1.0,,,0.1510003192418449,37398,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-27,log_ridge_harq__B1,1.0,,,0.1494365445295301,37398,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-27,log_ridge_harq__B2,0.01,,,0.1490915146796748,37398,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-30,lightgbm_qlike__B0,,259,15,0.14339431333859626,37788,,,,,,0,0,0,,
primary,2024-12-30,lightgbm_qlike__B1,,189,15,0.15279889774017807,37788,,,,,,0,0,0,,
primary,2024-12-30,lightgbm_qlike__B2,,166,15,0.15426132930894015,37788,,,,,,0,0,0,,
primary,2024-12-30,log_ridge_harq__B0,1.0,,,0.14960000905985557,37788,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-30,log_ridge_harq__B1,1.0,,,0.14730967458566446,37788,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-30,log_ridge_harq__B2,1.0,,,0.1467348310694136,37788,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2024-12-31,lightgbm_qlike__B0,,198,15,0.14802027464003548,38178,,,,,,0,0,0,,
primary,2024-12-31,lightgbm_qlike__B1,,245,15,0.1559148953608274,38178,,,,,,0,0,0,,
primary,2024-12-31,lightgbm_qlike__B2,,162,15,0.15758156595753386,38178,,,,,,0,0,0,,
primary,2024-12-31,log_ridge_harq__B0,1.0,,,0.1496496128781813,38178,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2024-12-31,log_ridge_harq__B1,1.0,,,0.14770838189654042,38178,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2024-12-31,log_ridge_harq__B2,0.0001,,,0.147205786818216,38178,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-02,lightgbm_qlike__B0,,140,15,0.1514473123303916,38568,,,,,,0,0,0,,
primary,2025-01-02,lightgbm_qlike__B1,,108,31,0.16087954526152723,38568,,,,,,0,0,0,,
primary,2025-01-02,lightgbm_qlike__B2,,193,15,0.15715795618222056,38568,,,,,,0,0,0,,
primary,2025-01-02,log_ridge_harq__B0,1.0,,,0.15227579844159866,38568,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-02,log_ridge_harq__B1,1.0,,,0.15072367285982746,38568,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-02,log_ridge_harq__B2,0.0001,,,0.1506101321241214,38568,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-03,lightgbm_qlike__B0,,187,15,0.1538434831717407,38958,,,,,,0,0,0,,
primary,2025-01-03,lightgbm_qlike__B1,,222,15,0.16115198076624332,38958,,,,,,0,0,0,,
primary,2025-01-03,lightgbm_qlike__B2,,232,15,0.1616612574855306,38958,,,,,,0,0,0,,
primary,2025-01-03,log_ridge_harq__B0,1.0,,,0.15207438797411427,38958,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-03,log_ridge_harq__B1,1.0,,,0.15248671475937503,38958,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-03,log_ridge_harq__B2,0.0001,,,0.15312216968886563,38958,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-06,lightgbm_qlike__B0,,135,15,0.10289549410946078,39348,,,,,,0,0,0,,
primary,2025-01-06,lightgbm_qlike__B1,,126,15,0.10674514082990354,39348,,,,,,0,0,0,,
primary,2025-01-06,lightgbm_qlike__B2,,117,15,0.10699443894552474,39348,,,,,,0,0,0,,
primary,2025-01-06,log_ridge_harq__B0,100.0,,,0.10235305878667247,39348,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-06,log_ridge_harq__B1,0.0001,,,0.1033713255289294,39348,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-06,log_ridge_harq__B2,100.0,,,0.10468898167861156,39348,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-07,lightgbm_qlike__B0,,144,15,0.10024384550624828,39738,,,,,,0,0,0,,
primary,2025-01-07,lightgbm_qlike__B1,,83,15,0.10508860654199399,39738,,,,,,0,0,0,,
primary,2025-01-07,lightgbm_qlike__B2,,72,15,0.10448024795907133,39738,,,,,,0,0,0,,
primary,2025-01-07,log_ridge_harq__B0,100.0,,,0.10328040713230253,39738,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-07,log_ridge_harq__B1,100.0,,,0.10373537680859295,39738,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-07,log_ridge_harq__B2,100.0,,,0.10447107583757356,39738,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-08,lightgbm_qlike__B0,,78,31,0.10095915495916874,40128,,,,,,0,0,0,,
primary,2025-01-08,lightgbm_qlike__B1,,64,15,0.10165454435463883,40128,,,,,,0,0,0,,
primary,2025-01-08,lightgbm_qlike__B2,,66,15,0.10064997794891099,40128,,,,,,0,0,0,,
primary,2025-01-08,log_ridge_harq__B0,100.0,,,0.10188650671301909,40128,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-08,log_ridge_harq__B1,100.0,,,0.10215476257341279,40128,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-08,log_ridge_harq__B2,100.0,,,0.10315304929398832,40128,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-10,lightgbm_qlike__B0,,81,31,0.09914794097069446,40518,,,,,,0,0,0,,
primary,2025-01-10,lightgbm_qlike__B1,,59,15,0.10422230219961703,40518,,,,,,0,0,0,,
primary,2025-01-10,lightgbm_qlike__B2,,63,15,0.10324175264902535,40518,,,,,,0,0,0,,
primary,2025-01-10,log_ridge_harq__B0,100.0,,,0.100945698596786,40518,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-10,log_ridge_harq__B1,100.0,,,0.10226941795089653,40518,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-10,log_ridge_harq__B2,100.0,,,0.10373196627621903,40518,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-13,lightgbm_qlike__B0,,108,15,0.09660366129067628,40908,,,,,,0,0,0,,
primary,2025-01-13,lightgbm_qlike__B1,,58,15,0.1009694568367245,40908,,,,,,0,0,0,,
primary,2025-01-13,lightgbm_qlike__B2,,69,15,0.10043653923603413,40908,,,,,,0,0,0,,
primary,2025-01-13,log_ridge_harq__B0,100.0,,,0.09312656619000761,40908,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-13,log_ridge_harq__B1,0.0001,,,0.09489832336735117,40908,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-13,log_ridge_harq__B2,100.0,,,0.09670100276313866,40908,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-14,lightgbm_qlike__B0,,116,15,0.09223168531178268,41298,,,,,,0,0,0,,
primary,2025-01-14,lightgbm_qlike__B1,,60,15,0.0967370515785401,41298,,,,,,0,0,0,,
primary,2025-01-14,lightgbm_qlike__B2,,60,31,0.09649881605330694,41298,,,,,,0,0,0,,
primary,2025-01-14,log_ridge_harq__B0,100.0,,,0.08977972045218781,41298,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-14,log_ridge_harq__B1,100.0,,,0.09110505298555929,41298,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-14,log_ridge_harq__B2,100.0,,,0.09238853432107287,41298,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-15,lightgbm_qlike__B0,,86,15,0.10184413473908141,41688,,,,,,0,0,0,,
primary,2025-01-15,lightgbm_qlike__B1,,64,15,0.10434069650520153,41688,,,,,,0,0,0,,
primary,2025-01-15,lightgbm_qlike__B2,,65,15,0.1039882268220795,41688,,,,,,0,0,0,,
primary,2025-01-15,log_ridge_harq__B0,1.0,,,0.09645916558375589,41688,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-15,log_ridge_harq__B1,0.0001,,,0.098771046231827,41688,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-15,log_ridge_harq__B2,100.0,,,0.09999991374083474,41688,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-16,lightgbm_qlike__B0,,95,15,0.102301881437285,42078,,,,,,0,0,0,,
primary,2025-01-16,lightgbm_qlike__B1,,74,15,0.1048417653810757,42078,,,,,,0,0,0,,
primary,2025-01-16,lightgbm_qlike__B2,,66,15,0.10392862891830952,42078,,,,,,0,0,0,,
primary,2025-01-16,log_ridge_harq__B0,1.0,,,0.09646563368032349,42078,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-16,log_ridge_harq__B1,1.0,,,0.09728937601595043,42078,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-16,log_ridge_harq__B2,100.0,,,0.09848772861157208,42078,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-17,lightgbm_qlike__B0,,94,15,0.09869183024427652,42468,,,,,,0,0,0,,
primary,2025-01-17,lightgbm_qlike__B1,,82,15,0.09979103927731192,42468,,,,,,0,0,0,,
primary,2025-01-17,lightgbm_qlike__B2,,96,15,0.09940070257891291,42468,,,,,,0,0,0,,
primary,2025-01-17,log_ridge_harq__B0,100.0,,,0.09471304612154212,42468,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-17,log_ridge_harq__B1,100.0,,,0.0951494067461924,42468,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-17,log_ridge_harq__B2,100.0,,,0.09537613140289407,42468,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-21,lightgbm_qlike__B0,,125,15,0.10034998683156604,42858,,,,,,0,0,0,,
primary,2025-01-21,lightgbm_qlike__B1,,91,15,0.10019880412861945,42858,,,,,,0,0,0,,
primary,2025-01-21,lightgbm_qlike__B2,,93,15,0.09842549761186178,42858,,,,,,0,0,0,,
primary,2025-01-21,log_ridge_harq__B0,100.0,,,0.10014459208326476,42858,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-21,log_ridge_harq__B1,0.0001,,,0.0981251504233061,42858,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-21,log_ridge_harq__B2,1.0,,,0.09709808827015178,42858,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-22,lightgbm_qlike__B0,,127,15,0.10446243700591433,43248,,,,,,0,0,0,,
primary,2025-01-22,lightgbm_qlike__B1,,75,15,0.10444037324667921,43248,,,,,,0,0,0,,
primary,2025-01-22,lightgbm_qlike__B2,,74,15,0.10367644282917265,43248,,,,,,0,0,0,,
primary,2025-01-22,log_ridge_harq__B0,100.0,,,0.1013208953611322,43248,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-22,log_ridge_harq__B1,1.0,,,0.10169919212702423,43248,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-22,log_ridge_harq__B2,1.0,,,0.10018328269953229,43248,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-23,lightgbm_qlike__B0,,76,15,0.10531586075179149,43638,,,,,,0,0,0,,
primary,2025-01-23,lightgbm_qlike__B1,,73,15,0.10451286539444682,43638,,,,,,0,0,0,,
primary,2025-01-23,lightgbm_qlike__B2,,72,15,0.1038033507378933,43638,,,,,,0,0,0,,
primary,2025-01-23,log_ridge_harq__B0,100.0,,,0.10131893983589506,43638,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-23,log_ridge_harq__B1,1.0,,,0.10142412385415463,43638,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-23,log_ridge_harq__B2,1.0,,,0.10016145959393301,43638,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-01-24,lightgbm_qlike__B0,,81,15,0.10412254026737293,44028,,,,,,0,0,0,,
primary,2025-01-24,lightgbm_qlike__B1,,68,15,0.10581811930192322,44028,,,,,,0,0,0,,
primary,2025-01-24,lightgbm_qlike__B2,,75,15,0.10394766027739688,44028,,,,,,0,0,0,,
primary,2025-01-24,log_ridge_harq__B0,100.0,,,0.10062779686384773,44028,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-01-24,log_ridge_harq__B1,1.0,,,0.10069973186165226,44028,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-01-24,log_ridge_harq__B2,1.0,,,0.0992302081763816,44028,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-02-25,lightgbm_qlike__B0,,71,15,0.11379294235056384,44418,,,,,,0,0,0,,
primary,2025-02-25,lightgbm_qlike__B1,,67,15,0.11102845289226634,44418,,,,,,0,0,0,,
primary,2025-02-25,lightgbm_qlike__B2,,61,31,0.10993075350115955,44418,,,,,,0,0,0,,
primary,2025-02-25,log_ridge_harq__B0,100.0,,,0.10961331388819417,44418,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-02-25,log_ridge_harq__B1,100.0,,,0.10959552133583177,44418,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-02-25,log_ridge_harq__B2,100.0,,,0.10749228577738994,44418,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-02-26,lightgbm_qlike__B0,,99,15,0.11461027477794536,44808,,,,,,0,0,0,,
primary,2025-02-26,lightgbm_qlike__B1,,87,15,0.11133136569477524,44808,,,,,,0,0,0,,
primary,2025-02-26,lightgbm_qlike__B2,,87,15,0.10944680619590705,44808,,,,,,0,0,0,,
primary,2025-02-26,log_ridge_harq__B0,100.0,,,0.1087322633900721,44808,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-02-26,log_ridge_harq__B1,1.0,,,0.10909733901329106,44808,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-02-26,log_ridge_harq__B2,1.0,,,0.10688121630194532,44808,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-02-27,lightgbm_qlike__B0,,99,15,0.11634491640834717,45198,,,,,,0,0,0,,
primary,2025-02-27,lightgbm_qlike__B1,,87,15,0.11556907349949226,45198,,,,,,0,0,0,,
primary,2025-02-27,lightgbm_qlike__B2,,91,15,0.11288655257271367,45198,,,,,,0,0,0,,
primary,2025-02-27,log_ridge_harq__B0,100.0,,,0.11219070455792206,45198,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-02-27,log_ridge_harq__B1,1.0,,,0.11293634131536572,45198,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-02-27,log_ridge_harq__B2,1.0,,,0.11054085721192564,45198,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-02-28,lightgbm_qlike__B0,,107,15,0.11165831711636527,45588,,,,,,0,0,0,,
primary,2025-02-28,lightgbm_qlike__B1,,103,15,0.10946658170694815,45588,,,,,,0,0,0,,
primary,2025-02-28,lightgbm_qlike__B2,,86,15,0.1081063863614635,45588,,,,,,0,0,0,,
primary,2025-02-28,log_ridge_harq__B0,100.0,,,0.10786687135239088,45588,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-02-28,log_ridge_harq__B1,0.0001,,,0.10889801211833003,45588,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-02-28,log_ridge_harq__B2,1.0,,,0.1059897844790216,45588,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-03-03,lightgbm_qlike__B0,,101,15,0.11128812239638201,45978,,,,,,0,0,0,,
primary,2025-03-03,lightgbm_qlike__B1,,96,15,0.11337034116324754,45978,,,,,,0,0,0,,
primary,2025-03-03,lightgbm_qlike__B2,,93,15,0.1110063262569854,45978,,,,,,0,0,0,,
primary,2025-03-03,log_ridge_harq__B0,100.0,,,0.10874094167303912,45978,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-03-03,log_ridge_harq__B1,0.0001,,,0.11206960947224856,45978,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-03-03,log_ridge_harq__B2,0.0001,,,0.10880721152935957,45978,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-03-04,lightgbm_qlike__B0,,90,15,0.12339008401122493,46368,,,,,,0,0,0,,
primary,2025-03-04,lightgbm_qlike__B1,,93,15,0.12578449139817244,46368,,,,,,0,0,0,,
primary,2025-03-04,lightgbm_qlike__B2,,89,15,0.12351396572326787,46368,,,,,,0,0,0,,
primary,2025-03-04,log_ridge_harq__B0,0.0001,,,0.11769175624439562,46368,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-03-04,log_ridge_harq__B1,0.0001,,,0.1243611029002178,46368,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-03-04,log_ridge_harq__B2,0.0001,,,0.11853496571972229,46368,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-03-05,lightgbm_qlike__B0,,95,15,0.1190352751775933,46758,,,,,,0,0,0,,
primary,2025-03-05,lightgbm_qlike__B1,,88,15,0.12647018092530993,46758,,,,,,0,0,0,,
primary,2025-03-05,lightgbm_qlike__B2,,112,15,0.12429487483573312,46758,,,,,,0,0,0,,
primary,2025-03-05,log_ridge_harq__B0,0.0001,,,0.1160843698857306,46758,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-03-05,log_ridge_harq__B1,0.0001,,,0.12592481076648107,46758,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-03-05,log_ridge_harq__B2,0.0001,,,0.11706221580841107,46758,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-03-06,lightgbm_qlike__B0,,117,15,0.11710362811399418,47148,,,,,,0,0,0,,
primary,2025-03-06,lightgbm_qlike__B1,,95,15,0.12207103119675941,47148,,,,,,0,0,0,,
primary,2025-03-06,lightgbm_qlike__B2,,80,15,0.12638126065872615,47148,,,,,,0,0,0,,
primary,2025-03-06,log_ridge_harq__B0,0.0001,,,0.11530503219101632,47148,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-03-06,log_ridge_harq__B1,0.0001,,,0.12600289040258822,47148,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
primary,2025-03-06,log_ridge_harq__B2,0.0001,,,0.11372450342594949,47148,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,153,88
primary,2025-03-07,lightgbm_qlike__B0,,98,15,0.12017744777047423,47538,,,,,,0,0,0,,
primary,2025-03-07,lightgbm_qlike__B1,,96,15,0.12734528478990353,47538,,,,,,0,0,0,,
primary,2025-03-07,lightgbm_qlike__B2,,97,15,0.13143541766993663,47538,,,,,,0,0,0,,
primary,2025-03-07,log_ridge_harq__B0,0.0001,,,0.11702058464357212,47538,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,30,5
primary,2025-03-07,log_ridge_harq__B1,0.0001,,,0.12946937072079967,47538,390,5.3432911513296554e-08,0.010290475794998435,0,0,,,,95,20
